route_id,hour,day_type,is_holiday,weather,crowd_level
R7,22,Weekend,0,Clear,Low
R16,15,Weekday,1,Clear,Low
R3,1,Weekday,0,Rain,Medium
R8,12,Weekday,0,Clear,Low
R5,12,Weekend,0,Rain,Medium
R13,1,Weekend,1,Clear,Low
R5,20,Weekend,1,Rain,High
R11,8,Weekday,1,Clear,Low
R14,11,Weekday,0,Clear,Low
R20,21,Weekday,0,Clear,Low
R5,18,Weekend,0,Rain,High
R3,10,Weekday,0,Rain,High
R5,8,Weekday,1,Clear,High
R3,11,Weekday,0,Clear,Low
R13,2,Weekday,0,Rain,High
R19,12,Weekend,1,Rain,Low
R14,8,Weekday,0,Clear,Medium
R5,7,Weekday,0,Rain,Medium
R11,20,Weekend,0,Rain,High
R20,13,Weekend,0,Clear,Low
R6,22,Weekend,1,Rain,Low
R1,10,Weekday,1,Rain,Medium
R8,13,Weekday,0,Rain,Medium
R5,16,Weekend,1,Rain,Low
R7,2,Weekend,1,Clear,Low
R3,22,Weekday,0,Clear,Low
R9,4,Weekend,0,Clear,Low
R1,6,Weekday,0,Rain,Low
R8,10,Weekend,0,Rain,High
R1,23,Weekday,0,Clear,Low
R12,12,Weekday,1,Rain,Low
R20,6,Weekend,1,Clear,Low
R11,19,Weekend,1,Rain,Low
R20,17,Weekend,0,Rain,High
R2,6,Weekday,1,Rain,Medium
R14,21,Weekend,1,Clear,Low
R4,6,Weekday,1,Rain,Medium
R3,21,Weekend,0,Clear,Low
R7,18,Weekday,1,Rain,High
R19,7,Weekday,1,Clear,Low
R9,19,Weekend,0,Rain,High
R10,8,Weekend,1,Rain,High
R17,15,Weekend,1,Rain,Low
R11,1,Weekday,0,Rain,High
R15,23,Weekend,0,Rain,Low
R16,1,Weekend,1,Clear,Low
R1,15,Weekday,1,Clear,Low
R14,22,Weekday,1,Clear,Low
R7,6,Weekend,0,Rain,Low
R11,21,Weekday,1,Rain,Low
R8,5,Weekend,0,Rain,Low
R19,20,Weekday,0,Clear,High
R11,20,Weekday,1,Clear,Medium
R3,16,Weekday,1,Rain,Low
R6,3,Weekend,0,Clear,Low
R13,0,Weekend,0,Clear,Low
R17,21,Weekend,1,Clear,Low
R14,22,Weekend,1,Rain,Low
R8,0,Weekday,1,Clear,Low
R14,8,Weekend,1,Clear,Low
R20,6,Weekend,0,Rain,Low
R13,12,Weekday,1,Clear,Low
R8,9,Weekend,1,Clear,Medium
R11,17,Weekend,1,Clear,Medium
R18,8,Weekday,0,Rain,High
R13,21,Weekend,1,Rain,Low
R10,2,Weekend,0,Clear,Low
R20,1,Weekday,1,Clear,Low
R3,23,Weekend,1,Clear,Low
R14,16,Weekday,0,Clear,Low
R4,7,Weekend,0,Rain,Low
R17,3,Weekday,1,Rain,Medium
R14,4,Weekend,0,Rain,Low
R12,10,Weekend,0,Clear,High
R5,9,Weekend,0,Rain,Medium
R12,20,Weekend,1,Rain,Medium
R13,4,Weekday,1,Clear,Low
R19,9,Weekday,1,Clear,Medium
R13,4,Weekend,1,Clear,Low
R3,22,Weekday,0,Clear,Medium
R15,7,Weekday,0,Clear,Low
R2,4,Weekend,0,Clear,Low
R19,13,Weekend,1,Rain,Low
R20,11,Weekend,0,Clear,Low
R14,3,Weekday,1,Rain,Low
R12,2,Weekend,0,Clear,Low
R8,20,Weekday,0,Rain,High
R1,2,Weekend,0,Clear,Low
R7,2,Weekend,1,Rain,Low
R4,6,Weekend,1,Clear,Low
R6,14,Weekend,0,Rain,Medium
R16,0,Weekday,1,Rain,Medium
R15,9,Weekend,0,Rain,High
R10,20,Weekend,0,Clear,Medium
R5,1,Weekend,1,Clear,Low
R18,2,Weekend,1,Rain,Low
R6,15,Weekend,0,Rain,Low
R10,5,Weekend,0,Rain,Medium
R15,14,Weekend,1,Rain,Low
R9,2,Weekday,0,Rain,High
R6,5,Weekday,1,Clear,Low
R8,17,Weekend,1,Rain,Medium
R6,21,Weekday,0,Rain,Low
R10,21,Weekend,0,Clear,Low
R2,15,Weekday,0,Clear,Low
R4,1,Weekend,0,Clear,Low
R8,13,Weekday,0,Rain,Medium
R13,14,Weekend,1,Clear,Low
R4,20,Weekend,0,Clear,Medium
R11,11,Weekend,0,Clear,Low
R16,8,Weekday,1,Clear,High
R19,23,Weekday,0,Clear,Low
R18,10,Weekend,0,Clear,Medium
R17,23,Weekday,1,Clear,Low
R20,17,Weekday,0,Rain,High
R11,3,Weekend,0,Clear,Low
R18,16,Weekday,1,Rain,Low
R14,7,Weekend,0,Rain,Low
R14,17,Weekday,0,Clear,High
R1,17,Weekday,0,Clear,High
R8,8,Weekday,1,Rain,High
R13,2,Weekday,1,Clear,Low
R2,3,Weekend,0,Rain,Low
R20,1,Weekday,0,Clear,Medium
R20,3,Weekday,0,Clear,Low
R14,12,Weekday,0,Clear,Medium
R8,15,Weekday,0,Rain,Low
R6,21,Weekday,1,Clear,Low
R12,14,Weekday,1,Clear,Low
R18,7,Weekday,0,Rain,Medium
R4,23,Weekday,0,Rain,Low
R5,14,Weekday,0,Rain,Medium
R15,5,Weekend,1,Clear,Low
R1,10,Weekend,0,Rain,High
R9,16,Weekend,0,Clear,Low
R9,1,Weekend,0,Clear,Low
R7,6,Weekday,1,Rain,Low
R3,3,Weekend,0,Rain,Medium
R12,9,Weekend,0,Clear,Medium
R7,16,Weekend,0,Clear,Low
R13,17,Weekday,0,Clear,Medium
R5,17,Weekday,1,Rain,Medium
R17,20,Weekend,0,Rain,High
R3,21,Weekday,1,Rain,Low
R12,22,Weekend,0,Rain,Low
R11,9,Weekday,1,Clear,Medium
R10,2,Weekend,0,Rain,Low
R8,4,Weekday,1,Clear,Low
R5,21,Weekday,1,Rain,Low
R14,20,Weekend,1,Clear,Low
R3,20,Weekday,1,Clear,Low
R7,10,Weekday,0,Clear,High
R1,4,Weekend,1,Rain,Low
R5,0,Weekend,0,Rain,Low
R17,4,Weekday,1,Rain,Low
R13,13,Weekday,1,Clear,Low
R3,20,Weekday,0,Rain,High
R15,22,Weekend,1,Rain,Low
R13,15,Weekday,1,Clear,Low
R8,2,Weekday,0,Clear,Low
R3,3,Weekend,0,Clear,Low
R15,23,Weekday,1,Rain,Low
R8,2,Weekday,1,Clear,Low
R10,19,Weekday,1,Clear,High
R4,2,Weekday,1,Rain,Low
R19,1,Weekend,0,Clear,Low
R15,15,Weekend,0,Clear,Low
R15,6,Weekend,1,Rain,Low
R15,10,Weekend,0,Clear,Low
R14,21,Weekend,1,Clear,Low
R13,10,Weekend,1,Clear,Medium
R4,18,Weekend,1,Clear,Low
R16,6,Weekend,0,Clear,Low
R4,14,Weekend,1,Rain,Low
R7,11,Weekend,0,Rain,Low
R8,1,Weekday,0,Rain,Low
R1,6,Weekend,1,Clear,Low
R5,13,Weekday,0,Rain,Low
R14,1,Weekend,1,Rain,Low
R11,8,Weekend,0,Clear,High
R15,12,Weekday,1,Clear,Low
R12,5,Weekend,0,Clear,Low
R20,8,Weekday,0,Clear,High
R3,23,Weekday,1,Rain,Low
R11,12,Weekday,0,Rain,Medium
R7,13,Weekday,0,Rain,Medium
R14,17,Weekend,1,Rain,High
R8,8,Weekday,1,Clear,Low
R10,21,Weekend,0,Clear,Low
R10,22,Weekday,0,Rain,Medium
R11,17,Weekday,0,Clear,High
R6,23,Weekend,1,Clear,Low
R16,10,Weekday,0,Rain,High
R9,5,Weekend,1,Rain,Low
R20,5,Weekend,1,Clear,Low
R19,21,Weekday,1,Clear,Low
R9,8,Weekend,0,Clear,High
R6,22,Weekday,1,Clear,Low
R3,1,Weekday,1,Clear,Low
R2,9,Weekend,0,Clear,High
R17,15,Weekday,0,Clear,Medium
R2,0,Weekday,0,Clear,Low
R16,4,Weekend,1,Rain,Low
R1,2,Weekday,1,Rain,Medium
R13,8,Weekday,1,Clear,Medium
R17,18,Weekend,1,Clear,Low
R1,13,Weekday,1,Rain,Low
R6,7,Weekday,1,Rain,Medium
R14,9,Weekday,1,Rain,High
R11,19,Weekday,0,Clear,Medium
R14,20,Weekend,0,Clear,Low
R11,1,Weekday,1,Rain,Low
R12,10,Weekend,1,Clear,Low
R2,22,Weekday,0,Clear,Medium
R8,9,Weekend,1,Rain,High
R19,8,Weekend,1,Rain,High
R18,11,Weekday,1,Rain,Low
R7,8,Weekend,0,Rain,High
R19,10,Weekday,1,Clear,High
R8,16,Weekend,1,Rain,Low
R7,5,Weekend,0,Rain,Low
R20,5,Weekday,0,Rain,Medium
R2,8,Weekend,0,Clear,High
R8,19,Weekend,1,Clear,Low
R1,22,Weekend,1,Clear,Low
R18,3,Weekday,1,Clear,Low
R6,16,Weekend,0,Rain,Medium
R3,2,Weekend,0,Rain,Low
R15,21,Weekday,0,Clear,Low
R6,5,Weekend,1,Rain,Low
R2,23,Weekend,1,Rain,Low
R8,21,Weekend,0,Rain,Low
R13,8,Weekend,0,Clear,Medium
R18,19,Weekend,0,Rain,High
R4,14,Weekday,0,Clear,Low
R4,6,Weekend,1,Rain,Low
R18,19,Weekday,1,Clear,Medium
R3,18,Weekend,0,Rain,Medium
R17,16,Weekend,0,Rain,Medium
R15,8,Weekend,1,Clear,Medium
R7,7,Weekend,1,Clear,Low
R11,2,Weekend,0,Clear,Low
R12,4,Weekday,1,Rain,Low
R20,22,Weekday,1,Rain,Low
R3,8,Weekend,1,Rain,High
R18,19,Weekend,1,Rain,High
R9,21,Weekday,0,Rain,High
R9,15,Weekday,0,Rain,Low
R3,17,Weekday,1,Clear,Low
R5,7,Weekday,1,Clear,Low
R7,9,Weekend,1,Rain,Medium
R5,9,Weekend,1,Rain,High
R8,13,Weekend,0,Clear,Low
R13,17,Weekday,0,Rain,High
R2,4,Weekday,0,Rain,Low
R11,0,Weekend,1,Clear,Low
R16,11,Weekday,0,Rain,Medium
R20,15,Weekend,1,Clear,Low
R1,20,Weekday,1,Rain,High
R10,15,Weekday,1,Rain,Medium
R12,4,Weekday,1,Clear,Low
R9,4,Weekday,0,Rain,Low
R14,4,Weekday,0,Clear,Low
R17,0,Weekend,1,Rain,Low
R9,10,Weekend,1,Clear,Low
R19,5,Weekend,0,Rain,Low
R12,9,Weekday,1,Clear,Medium
R5,8,Weekday,1,Clear,High
R20,1,Weekend,1,Clear,Low
R18,18,Weekend,1,Rain,Medium
R14,7,Weekend,1,Rain,Low
R17,10,Weekday,0,Clear,Medium
R18,19,Weekend,1,Rain,Medium
R16,17,Weekend,0,Clear,Low
R16,19,Weekday,1,Clear,Medium
R16,11,Weekend,0,Clear,Low
R6,22,Weekday,1,Rain,Low
R18,16,Weekend,1,Clear,Low
R15,3,Weekend,1,Clear,Low
R19,19,Weekday,1,Clear,Medium
R6,8,Weekday,1,Rain,Medium
R9,4,Weekend,1,Rain,Low
R17,12,Weekend,0,Rain,Medium
R14,9,Weekend,0,Clear,Medium
R20,16,Weekend,1,Rain,Low
R6,22,Weekend,1,Rain,Low
R10,6,Weekday,0,Clear,Low
R3,3,Weekday,0,Clear,Medium
R16,13,Weekend,1,Rain,Low
R4,15,Weekday,0,Rain,Medium
R19,15,Weekend,0,Clear,Low
R3,21,Weekday,1,Clear,Low
R6,3,Weekend,0,Clear,Low
R4,4,Weekday,0,Rain,Medium
R15,22,Weekday,0,Clear,Low
R13,13,Weekend,1,Clear,Low
R7,13,Weekday,0,Rain,Medium
R14,16,Weekday,0,Clear,Low
R9,8,Weekday,1,Rain,High
R13,19,Weekend,1,Rain,High
R3,12,Weekend,1,Clear,Low
R7,16,Weekend,0,Clear,Low
R3,21,Weekend,1,Clear,Low
R20,17,Weekend,1,Clear,Low
R18,20,Weekday,0,Rain,High
R9,17,Weekend,1,Rain,Low
R6,15,Weekend,0,Clear,Low
R3,23,Weekday,0,Clear,Medium
R17,21,Weekend,0,Clear,Low
R1,22,Weekday,1,Rain,Medium
R19,20,Weekend,0,Rain,High
R5,4,Weekend,0,Clear,Low
R19,22,Weekday,0,Clear,Medium
R18,9,Weekend,0,Clear,Low
R19,1,Weekend,1,Clear,Low
R12,4,Weekend,0,Rain,Low
R14,19,Weekend,0,Clear,High
R4,3,Weekend,0,Clear,Low
R8,14,Weekend,0,Clear,Low
R4,8,Weekend,1,Clear,Low
R6,6,Weekday,0,Rain,Low
R19,9,Weekend,0,Clear,Medium
R5,15,Weekend,1,Rain,Low
R17,18,Weekday,0,Clear,High
R13,17,Weekday,1,Rain,High
R10,6,Weekday,1,Rain,Medium
R2,0,Weekend,1,Rain,Low
R18,19,Weekend,0,Rain,Medium
R17,20,Weekday,1,Clear,Medium
R11,15,Weekend,0,Clear,Low
R17,4,Weekend,0,Clear,Low
R16,17,Weekday,1,Rain,High
R1,16,Weekday,1,Rain,Low
R7,11,Weekend,1,Rain,Low
R6,19,Weekend,0,Rain,High
R20,1,Weekend,1,Rain,Low
R19,1,Weekday,0,Rain,Medium
R14,22,Weekday,0,Rain,Medium
R3,5,Weekday,0,Clear,Low
R9,3,Weekend,1,Rain,Low
R3,22,Weekend,1,Rain,Low
R9,1,Weekend,0,Clear,Low
R13,22,Weekday,0,Rain,High
R12,16,Weekend,1,Clear,Low
R6,18,Weekday,1,Rain,High
R9,11,Weekend,1,Rain,Low
R9,3,Weekend,0,Rain,Low
R14,15,Weekend,1,Rain,Low
R4,16,Weekday,0,Clear,Low
R6,9,Weekday,1,Clear,Medium
R15,3,Weekend,0,Clear,Low
R17,8,Weekday,1,Clear,Low
R7,8,Weekend,1,Clear,Low
R18,5,Weekday,1,Clear,Low
R10,13,Weekday,0,Clear,Medium
R2,6,Weekend,0,Clear,Low
R18,15,Weekday,0,Rain,High
R11,15,Weekday,0,Clear,Low
R15,10,Weekend,0,Clear,Medium
R1,0,Weekday,0,Rain,Low
R14,15,Weekday,1,Rain,Low
R11,18,Weekend,0,Clear,Medium
R2,4,Weekend,0,Clear,Low
R18,12,Weekday,0,Clear,Low
R3,12,Weekend,0,Clear,Low
R13,22,Weekend,0,Rain,Low
R11,21,Weekday,0,Clear,Medium
R1,5,Weekday,1,Rain,Low
R12,22,Weekend,1,Rain,Low
R12,7,Weekday,1,Clear,Low
R8,5,Weekday,0,Rain,Low
R8,14,Weekend,1,Rain,Low
R3,14,Weekday,0,Clear,Medium
R3,3,Weekday,1,Clear,Low
R10,21,Weekend,0,Clear,Low
R8,8,Weekday,1,Rain,High
R2,4,Weekday,1,Rain,Low
R9,1,Weekend,0,Rain,Low
R15,14,Weekend,1,Clear,Low
R15,21,Weekend,0,Rain,Medium
R15,14,Weekday,1,Rain,Low
R2,20,Weekend,1,Clear,Low
R18,21,Weekend,0,Clear,Low
R17,4,Weekday,0,Rain,High
R5,8,Weekend,0,Rain,High
R8,8,Weekday,1,Clear,Medium
R20,8,Weekday,1,Rain,Medium
R2,13,Weekday,1,Clear,Low
R8,17,Weekday,0,Rain,High
R18,2,Weekday,0,Rain,Medium
R10,13,Weekday,0,Clear,Medium
R4,3,Weekday,1,Clear,Low
R10,10,Weekday,0,Clear,High
R10,15,Weekend,0,Rain,Low
R16,16,Weekday,1,Rain,Medium
R15,4,Weekend,1,Clear,Low
R1,10,Weekend,0,Rain,High
R15,6,Weekend,1,Clear,Low
R14,22,Weekend,0,Clear,Low
R7,13,Weekday,0,Rain,Low
R12,2,Weekday,0,Rain,Medium
R11,4,Weekend,1,Clear,Low
R13,2,Weekend,1,Rain,Low
R3,17,Weekday,1,Clear,High
R4,1,Weekday,0,Rain,Low
R6,7,Weekday,0,Rain,Low
R10,17,Weekday,1,Rain,High
R2,10,Weekend,1,Rain,Low
R6,4,Weekday,1,Clear,Low
R16,8,Weekend,0,Rain,High
R11,7,Weekday,1,Clear,Low
R8,1,Weekend,0,Clear,Low
R16,14,Weekend,1,Rain,Low
R19,15,Weekday,1,Rain,Low
R12,2,Weekday,1,Rain,Low
R8,19,Weekday,0,Rain,High
R20,3,Weekend,1,Rain,Low
R2,9,Weekend,1,Clear,Low
R9,13,Weekday,0,Clear,Medium
R16,11,Weekend,1,Clear,Low
R4,7,Weekday,0,Clear,Low
R10,10,Weekend,1,Clear,Low
R3,7,Weekday,1,Rain,Medium
R14,9,Weekday,1,Clear,Medium
R18,17,Weekend,1,Rain,Medium
R13,21,Weekend,1,Clear,Low
R10,21,Weekend,1,Rain,Low
R13,14,Weekend,1,Clear,Low
R6,12,Weekday,0,Rain,Medium
R11,8,Weekday,1,Rain,High
R4,22,Weekend,1,Clear,Low
R4,12,Weekend,0,Clear,Low
R14,13,Weekend,0,Rain,Low
R16,20,Weekend,1,Clear,Low
R10,16,Weekday,1,Clear,Low
R16,16,Weekday,0,Clear,Low
R4,1,Weekday,1,Rain,Low
R1,9,Weekend,1,Rain,Medium
R18,5,Weekday,1,Clear,Low
R9,22,Weekend,0,Rain,Low
R2,22,Weekday,1,Clear,Low
R20,17,Weekend,0,Clear,Medium
R18,20,Weekend,1,Rain,High
R16,15,Weekday,0,Rain,High
R10,22,Weekday,1,Clear,Low
R4,8,Weekday,1,Rain,High
R7,21,Weekday,1,Rain,Medium
R7,15,Weekend,1,Rain,Low
R2,16,Weekday,1,Clear,Low
R11,15,Weekend,0,Clear,Low
R8,11,Weekday,1,Rain,Low
R8,9,Weekend,1,Rain,Medium
R8,19,Weekend,0,Rain,High
R3,2,Weekend,1,Clear,Low
R2,22,Weekend,0,Clear,Low
R1,10,Weekend,1,Rain,High
R9,13,Weekday,1,Rain,Low
R15,9,Weekend,0,Clear,Medium
R8,12,Weekday,0,Clear,Low
R11,8,Weekend,0,Clear,Low
R1,17,Weekday,1,Rain,Medium
R16,20,Weekday,1,Rain,High
R2,11,Weekend,0,Clear,Low
R3,15,Weekday,0,Rain,Medium
R9,5,Weekend,1,Clear,Low
R10,21,Weekday,1,Clear,Low
R13,17,Weekday,0,Clear,Medium
R2,22,Weekend,0,Clear,Low
R5,14,Weekend,1,Clear,Low
R6,21,Weekend,1,Clear,Low
R8,4,Weekday,1,Clear,Low
R3,4,Weekday,1,Rain,Medium
R2,15,Weekend,1,Rain,Low
R4,6,Weekday,0,Clear,Low
R18,15,Weekday,1,Rain,Medium
R12,12,Weekday,1,Rain,Medium
R3,10,Weekend,1,Clear,Low
R4,10,Weekday,0,Clear,Medium
R1,4,Weekday,0,Clear,Low
R15,1,Weekday,1,Clear,Low
R17,4,Weekend,1,Clear,Low
R13,8,Weekend,1,Clear,Medium
R17,4,Weekday,1,Clear,Low
R17,20,Weekday,0,Rain,High
R3,3,Weekday,0,Rain,Medium
R3,0,Weekend,0,Clear,Low
R15,23,Weekend,0,Rain,Low
R12,16,Weekday,0,Clear,Low
R8,18,Weekend,0,Rain,High
R8,9,Weekend,0,Clear,High
R6,17,Weekend,1,Clear,Low
R9,11,Weekday,0,Clear,Low
R16,6,Weekend,0,Clear,Low
R18,12,Weekday,0,Clear,Low
R12,22,Weekend,1,Rain,Low
R9,8,Weekend,1,Rain,High
R5,1,Weekday,1,Rain,Low
R4,11,Weekday,0,Clear,Low
R13,17,Weekday,1,Clear,High
R20,4,Weekday,1,Clear,Low
R12,1,Weekend,1,Rain,Low
R9,17,Weekday,1,Clear,Low
R20,23,Weekend,0,Rain,Medium
R14,15,Weekday,1,Clear,Low
R15,5,Weekend,1,Clear,Low
R5,20,Weekday,0,Clear,High
R9,17,Weekend,1,Rain,Medium
R6,4,Weekend,0,Clear,Low
R12,10,Weekend,1,Rain,Medium
R7,0,Weekday,1,Rain,Low
R1,0,Weekend,0,Clear,Low
R18,8,Weekday,1,Clear,Low
R3,15,Weekday,0,Rain,Medium
R1,7,Weekday,0,Rain,Medium
R2,2,Weekend,0,Rain,Low
R1,0,Weekend,0,Clear,Low
R3,22,Weekday,1,Rain,Low
R11,2,Weekday,0,Rain,High
R6,22,Weekend,0,Clear,Low
R20,22,Weekday,1,Rain,Low
R4,23,Weekend,0,Clear,Low
R1,6,Weekday,0,Rain,Low
R14,15,Weekday,1,Clear,Low
R5,8,Weekday,1,Clear,Medium
R17,20,Weekday,0,Rain,High
R6,0,Weekday,0,Clear,Low
R4,14,Weekday,0,Clear,Medium
R14,16,Weekend,1,Rain,Low
R2,3,Weekday,1,Rain,Low
R19,3,Weekend,0,Clear,Low
R6,16,Weekend,1,Rain,Low
R3,13,Weekday,0,Clear,Low
R12,17,Weekend,1,Clear,Low
R1,23,Weekday,0,Rain,Low
R13,19,Weekend,1,Rain,High
R11,15,Weekday,0,Clear,Low
R16,7,Weekday,0,Clear,Medium
R16,7,Weekday,0,Clear,Low
R18,21,Weekend,0,Rain,Low
R6,12,Weekday,0,Rain,Medium
R18,8,Weekend,0,Rain,High
R6,5,Weekday,0,Rain,High
R10,18,Weekend,0,Clear,Low
R8,4,Weekday,1,Clear,Low
R13,11,Weekday,0,Clear,Low
R5,6,Weekday,0,Clear,Low
R4,5,Weekday,0,Rain,Medium
R18,3,Weekday,0,Rain,Low
R9,2,Weekend,0,Clear,Low
R14,3,Weekday,1,Clear,Low
R8,14,Weekday,1,Clear,Low
R7,15,Weekend,0,Clear,Low
R14,8,Weekend,0,Rain,Medium
R17,2,Weekday,1,Rain,Low
R17,13,Weekend,1,Rain,Low
R14,17,Weekend,0,Rain,High
R17,16,Weekday,0,Clear,Medium
R11,22,Weekend,0,Rain,Low
R5,20,Weekday,1,Clear,Low
R10,5,Weekday,1,Rain,Low
R2,7,Weekend,1,Clear,Low
R3,22,Weekend,1,Rain,Low
R12,1,Weekday,0,Rain,High
R18,7,Weekend,0,Clear,Low
R20,9,Weekend,0,Rain,High
R10,22,Weekend,0,Rain,Low
R6,0,Weekend,0,Clear,Low
R7,9,Weekday,0,Rain,High
R13,10,Weekday,0,Clear,High
R5,9,Weekday,0,Rain,High
R1,7,Weekend,0,Clear,Low
R6,7,Weekend,1,Rain,Low
R6,1,Weekend,0,Clear,Low
R15,18,Weekend,0,Clear,Medium
R1,0,Weekend,0,Clear,Low
R2,10,Weekday,1,Clear,Medium
R10,20,Weekend,1,Clear,Low
R5,20,Weekend,1,Clear,Low
R20,3,Weekday,1,Rain,Medium
R7,13,Weekday,0,Clear,Medium
R17,23,Weekend,1,Rain,Low
R7,12,Weekday,1,Rain,Low
R6,10,Weekend,1,Rain,Medium
R14,16,Weekday,0,Clear,Low
R20,16,Weekday,0,Clear,Low
R13,9,Weekend,0,Rain,High
R19,16,Weekday,1,Clear,Low
R2,8,Weekday,0,Clear,Medium
R16,3,Weekend,1,Rain,Low
R20,9,Weekday,1,Clear,Medium
R1,22,Weekend,0,Rain,Medium
R19,22,Weekday,0,Rain,Medium
R10,2,Weekend,1,Clear,Low
R17,4,Weekday,1,Rain,Low
R14,15,Weekend,0,Clear,Low
R5,19,Weekday,1,Clear,Medium
R2,18,Weekend,1,Clear,Low
R1,20,Weekend,1,Clear,Low
R16,4,Weekday,0,Clear,Low
R16,13,Weekday,1,Rain,Low
R14,20,Weekday,0,Clear,High
R9,13,Weekend,0,Clear,Low
R17,5,Weekend,0,Rain,Medium
R19,1,Weekend,1,Rain,Low
R12,4,Weekday,1,Clear,Low
R19,15,Weekend,0,Rain,Low
R10,9,Weekday,1,Rain,High
R10,0,Weekday,0,Clear,Low
R2,2,Weekday,1,Clear,Low
R13,0,Weekday,0,Rain,High
R19,10,Weekday,1,Rain,High
R4,10,Weekend,0,Clear,Medium
R19,19,Weekday,0,Clear,High
R10,15,Weekday,0,Rain,Medium
R15,0,Weekend,1,Rain,Low
R7,15,Weekday,0,Rain,Low
R2,0,Weekend,1,Rain,Low
R13,15,Weekend,0,Rain,Low
R9,6,Weekend,0,Clear,Low
R14,14,Weekend,1,Rain,Low
R7,3,Weekend,0,Rain,Medium
R1,0,Weekday,1,Clear,Low
R9,6,Weekday,1,Clear,Low
R4,17,Weekend,1,Clear,Low
R17,14,Weekend,1,Clear,Low
R17,1,Weekday,0,Rain,Low
R1,1,Weekend,1,Clear,Low
R19,4,Weekend,1,Clear,Low
R13,10,Weekend,1,Clear,Low
R3,14,Weekend,1,Rain,Low
R19,7,Weekend,0,Rain,Low
R7,11,Weekday,0,Rain,Medium
R12,16,Weekday,0,Clear,Low
R8,10,Weekend,0,Rain,High
R18,1,Weekday,0,Rain,Medium
R11,8,Weekend,0,Rain,High
R10,2,Weekday,0,Rain,Medium
R9,9,Weekday,1,Rain,Medium
R3,9,Weekday,1,Rain,High
R3,9,Weekend,0,Rain,High
R2,5,Weekday,0,Rain,Medium
R10,15,Weekday,0,Clear,Low
R12,6,Weekday,0,Rain,High
R19,21,Weekend,0,Clear,Low
R4,20,Weekday,0,Rain,High
R19,7,Weekend,0,Rain,Medium
R6,2,Weekday,1,Rain,Low
R17,13,Weekday,0,Clear,Low
R14,9,Weekend,1,Clear,Low
R3,13,Weekend,0,Rain,Low
R4,7,Weekday,1,Clear,Low
R10,0,Weekend,1,Clear,Low
R18,21,Weekend,0,Clear,Low
R18,0,Weekday,1,Clear,Low
R10,7,Weekend,1,Clear,Low
R8,17,Weekend,1,Rain,Low
R8,8,Weekday,0,Clear,High
R19,16,Weekend,1,Clear,Low
R10,4,Weekend,1,Clear,Low
R6,13,Weekday,1,Rain,Low
R15,17,Weekend,0,Rain,High
R20,15,Weekend,1,Clear,Low
R17,21,Weekend,1,Rain,Low
R17,13,Weekday,0,Clear,Low
R4,20,Weekday,0,Clear,High
R1,2,Weekday,0,Rain,High
R16,0,Weekend,0,Clear,Low
R7,3,Weekend,1,Rain,Low
R12,19,Weekday,0,Rain,High
R15,12,Weekend,1,Rain,Low
R12,2,Weekend,1,Clear,Low
R18,15,Weekend,1,Clear,Low
R10,6,Weekend,0,Clear,Low
R15,17,Weekend,1,Clear,Medium
R14,20,Weekend,0,Rain,Medium
R16,23,Weekday,1,Rain,Low
R18,14,Weekend,0,Clear,Low
R5,12,Weekday,0,Clear,Low
R11,16,Weekday,1,Rain,Low
R1,23,Weekend,1,Rain,Low
R11,22,Weekday,0,Clear,Low
R13,17,Weekday,0,Clear,Medium
R18,4,Weekday,1,Rain,Low
R2,2,Weekday,1,Clear,Low
R4,11,Weekday,1,Clear,Low
R10,1,Weekday,0,Rain,Medium
R4,0,Weekday,0,Clear,Low
R14,14,Weekend,0,Rain,Low
R19,19,Weekday,0,Clear,Medium
R9,2,Weekday,0,Rain,High
R11,17,Weekend,1,Clear,Low
R2,5,Weekend,1,Clear,Low
R8,6,Weekend,1,Rain,Low
R7,1,Weekday,1,Clear,Low
R14,21,Weekend,1,Clear,Low
R7,14,Weekend,1,Rain,Low
R2,11,Weekend,0,Rain,Low
R11,14,Weekend,1,Clear,Low
R13,21,Weekday,0,Rain,Medium
R2,4,Weekday,1,Clear,Low
R14,0,Weekend,1,Clear,Low
R11,22,Weekend,0,Rain,Low
R18,6,Weekend,1,Rain,Low
R3,6,Weekday,1,Rain,Medium
R13,16,Weekday,1,Rain,Low
R8,11,Weekend,1,Clear,Low
R1,10,Weekday,1,Rain,High
R9,19,Weekday,1,Clear,High
R5,7,Weekend,1,Clear,Low
R6,6,Weekday,0,Clear,Low
R8,4,Weekday,1,Rain,Medium
R16,8,Weekday,0,Clear,High
R10,3,Weekend,1,Rain,Low
R7,5,Weekend,0,Rain,Low
R19,4,Weekend,0,Rain,Low
R7,17,Weekend,0,Rain,High
R10,17,Weekend,1,Rain,Medium
R11,0,Weekday,0,Rain,Medium
R9,13,Weekday,0,Clear,Low
R2,1,Weekday,0,Rain,Medium
R4,19,Weekday,0,Rain,High
R4,6,Weekday,0,Clear,Low
R19,2,Weekday,1,Clear,Low
R11,18,Weekday,0,Clear,High
R4,6,Weekend,0,Rain,Low
R7,8,Weekend,0,Clear,Medium
R7,21,Weekend,0,Clear,Low
R14,21,Weekend,0,Clear,Low
R8,7,Weekend,1,Clear,Low
R9,20,Weekday,0,Clear,High
R11,2,Weekday,1,Clear,Low
R18,22,Weekend,0,Clear,Low
R10,0,Weekday,1,Clear,Low
